timestamp,satellite_id,sequence_number,temperature,battery,signal_strength,latitude,longitude,packet_hash,signature
2026-08-20T00:06:11Z,SAT-EO-01,63,24.03,91.84,-67.91,23.8649,-178.4538,,
2026-08-20T00:06:17Z,SAT-EO-01,64,24.09,92.17,-67.32,24.2292,-178.4287,,
2026-08-20T00:06:23Z,SAT-EO-01,65,23.64,91.92,-68.54,24.6004,-178.4031,,
2026-08-20T00:06:29Z,SAT-EO-01,66,24.67,91.72,-66.71,24.9607,-178.3782,,
2026-08-20T00:06:35Z,SAT-EO-01,67,24.23,91.79,-66.66,25.3151,-178.3536,,
2026-08-20T00:06:41Z,SAT-EO-01,68,24.57,92.09,-66.78,25.6772,-178.3284,,
2026-08-20T00:06:47Z,SAT-EO-01,69,23.92,91.92,-67.12,26.0373,-178.3033,,
2026-08-20T00:06:53Z,SAT-EO-01,70,24.23,92.02,-66.66,26.3856,-178.2789,,
2026-08-20T00:06:58Z,SAT-EO-01,71,23.37,91.86,-68.39,26.7343,-178.2544,,
2026-08-20T00:07:04Z,SAT-EO-01,72,24.09,92.55,-67.16,27.0871,-178.2295,,
2026-08-20T00:07:10Z,SAT-EO-01,73,25.06,91.84,-67.32,27.4326,-178.2051,,
2026-08-20T00:07:16Z,SAT-EO-01,74,24.59,92.19,-68.24,27.7877,-178.1799,,
2026-08-20T00:07:22Z,SAT-EO-01,75,24.65,92.45,-67.05,28.1403,-178.1548,,
2026-08-20T00:07:28Z,SAT-EO-01,76,24.2,92.5,-68.3,28.4895,-178.1298,,
2026-08-20T00:07:34Z,SAT-EO-01,77,24.76,92.21,-68.55,28.8361,-178.105,,
2026-08-20T00:07:40Z,SAT-EO-01,78,24.52,92.25,-68.7,29.1894,-178.0795,,
2026-08-20T00:07:46Z,SAT-EO-01,79,25.03,92.52,-67.8,29.5389,-178.0543,,
2026-08-20T00:07:52Z,SAT-EO-01,80,24.96,92.62,-69.06,29.8799,-178.0296,,
2026-08-20T00:07:58Z,SAT-EO-01,81,24.76,92.56,-67.5,30.2287,-178.0042,,
2026-08-20T00:08:04Z,SAT-EO-01,82,24.59,92.95,-68.91,30.5681,-177.9794,,
2026-08-20T00:08:11Z,SAT-EO-01,83,25.28,92.61,-68.05,30.9132,-177.9541,,
2026-08-20T00:08:16Z,SAT-EO-01,84,24.74,92.58,-69.12,31.2507,-177.9292,,
2026-08-20T00:08:23Z,SAT-EO-01,85,24.9,92.84,-69.32,31.5964,-177.9036,,
2026-08-20T00:08:29Z,SAT-EO-01,86,25.63,93.03,-69.66,31.9296,-177.8789,,
2026-08-20T00:08:35Z,SAT-EO-01,87,25.14,92.92,-68.75,32.2691,-177.8536,,
2026-08-20T00:08:41Z,SAT-EO-01,88,24.63,92.28,-67.35,32.5956,-177.8291,,
2026-08-20T00:08:47Z,SAT-EO-01,89,24.68,92.76,-68.48,32.9344,-177.8036,,
2026-08-20T00:08:53Z,SAT-EO-01,90,24.8,92.77,-68.68,33.2674,-177.7785,,
2026-08-20T00:08:59Z,SAT-EO-01,91,24.86,92.98,-70.04,33.6022,-177.7531,,
2026-08-20T00:09:05Z,SAT-EO-01,92,24.55,92.79,-67.83,33.9353,-177.7277,,
2026-08-20T00:09:11Z,SAT-EO-01,93,25.18,93.37,-68.27,34.2551,-177.7032,,
2026-08-20T00:09:17Z,SAT-EO-01,94,25.04,92.96,-69.0,34.5738,-177.6787,,
2026-08-20T00:09:23Z,SAT-EO-01,95,25.23,92.86,-68.61,34.8969,-177.6538,,
2026-08-20T00:09:29Z,SAT-EO-01,96,25.68,92.75,-69.74,35.2263,-177.6282,,
2026-08-20T00:09:35Z,SAT-EO-01,97,25.24,93.15,-69.03,35.5527,-177.6027,,
2026-08-20T00:09:41Z,SAT-EO-01,98,24.92,93.75,-68.82,35.879,-177.5771,,
2026-08-20T00:09:47Z,SAT-EO-01,99,25.97,93.03,-68.49,36.1994,-177.5519,,
2026-08-20T00:09:53Z,SAT-EO-01,100,25.3,93.23,-68.44,36.5079,-177.5275,,
2026-08-20T00:09:59Z,SAT-EO-01,101,24.97,93.15,-70.96,36.8239,-177.5023,,
2026-08-20T00:10:05Z,SAT-EO-01,102,25.1,92.85,-69.01,37.1377,-177.4772,,
2026-08-20T00:10:11Z,SAT-EO-01,103,24.99,93.49,-70.39,37.4535,-177.4518,,
2026-08-20T00:10:17Z,SAT-EO-01,104,25.97,93.39,-69.6,37.7694,-177.4263,,
2026-08-20T00:10:23Z,SAT-EO-01,105,24.76,93.78,-69.51,38.0816,-177.4009,,
2026-08-20T00:10:29Z,SAT-EO-01,106,25.81,93.45,-69.5,38.3862,-177.376,,
2026-08-20T00:10:35Z,SAT-EO-01,107,25.4,93.53,-69.86,38.6958,-177.3505,,
2026-08-20T00:10:41Z,SAT-EO-01,108,25.64,93.21,-69.11,38.9975,-177.3256,,
2026-08-20T00:10:47Z,SAT-EO-01,109,24.91,93.9,-69.31,39.3008,-177.3004,,
2026-08-20T00:10:53Z,SAT-EO-01,110,25.21,93.65,-68.37,39.6001,-177.2753,,
2026-08-20T00:11:00Z,SAT-EO-01,111,26.21,94.09,-69.85,39.9026,-177.2499,,
2026-08-20T00:11:05Z,SAT-EO-01,112,25.85,94.06,-68.99,40.1927,-177.2254,,
2026-08-20T00:11:11Z,SAT-EO-01,113,25.91,93.28,-70.68,40.4822,-177.2007,,
2026-08-20T00:11:17Z,SAT-EO-01,114,24.84,93.81,-71.51,40.7801,-177.1752,,
2026-08-20T00:11:24Z,SAT-EO-01,115,26.15,93.45,-71.17,41.0744,-177.1499,,
2026-08-20T00:11:30Z,SAT-EO-01,116,25.58,93.82,-69.53,41.3622,-177.1249,,
2026-08-20T00:11:35Z,SAT-EO-01,117,25.17,94.03,-69.6,41.6463,-177.1001,,
2026-08-20T00:11:41Z,SAT-EO-01,118,25.32,94.08,-70.16,41.9266,-177.0755,,
2026-08-20T00:11:47Z,SAT-EO-01,119,25.32,94.05,-70.39,42.2091,-177.0506,,
2026-08-20T00:11:53Z,SAT-EO-01,120,25.41,93.6,-70.16,42.4857,-177.026,,
2026-08-20T00:11:59Z,SAT-EO-01,121,26.39,94.0,-70.61,42.7631,-177.0011,,
2026-08-20T00:12:05Z,SAT-EO-01,122,25.8,94.23,-70.58,43.0457,-176.9757,,
2026-08-20T00:12:11Z,SAT-EO-01,123,25.56,93.91,-70.35,43.3246,-176.9504,,
2026-08-20T00:12:17Z,SAT-EO-01,124,24.96,93.93,-71.92,43.5998,-176.9252,,
2026-08-20T00:12:24Z,SAT-EO-01,125,25.99,94.2,-67.75,43.8748,-176.8999,,
2026-08-20T00:12:29Z,SAT-EO-01,126,26.2,94.53,-72.21,44.1393,-176.8754,,
2026-08-20T00:12:35Z,SAT-EO-01,127,25.57,93.82,-70.8,44.4037,-176.8507,,
2026-08-20T00:12:41Z,SAT-EO-01,128,25.47,94.27,-69.6,44.6645,-176.8262,,
2026-08-20T00:12:47Z,SAT-EO-01,129,25.87,94.61,-70.3,44.9309,-176.801,,
2026-08-20T00:12:53Z,SAT-EO-01,130,25.59,94.16,-69.14,45.194,-176.7759,,
2026-08-20T00:12:59Z,SAT-EO-01,131,25.6,93.96,-69.7,45.4492,-176.7513,,
2026-08-20T00:13:05Z,SAT-EO-01,132,26.6,94.34,-70.38,45.7055,-176.7265,,
2026-08-20T00:13:11Z,SAT-EO-01,133,25.72,94.24,-70.99,45.9582,-176.7018,,
2026-08-20T00:13:17Z,SAT-EO-01,134,25.66,93.77,-70.01,46.2082,-176.6772,,
2026-08-20T00:13:23Z,SAT-EO-01,135,25.9,94.19,-71.06,46.4663,-176.6516,,
2026-08-20T00:13:29Z,SAT-EO-01,136,26.27,94.58,-70.47,46.7123,-176.627,,
2026-08-20T00:13:35Z,SAT-EO-01,137,25.44,94.61,-71.21,46.961,-176.602,,
2026-08-20T00:13:41Z,SAT-EO-01,138,26.24,94.58,-72.91,47.2048,-176.5772,,
2026-08-20T00:13:47Z,SAT-EO-01,139,26.15,94.31,-70.24,47.4456,-176.5525,,
2026-08-20T00:13:53Z,SAT-EO-01,140,25.49,95.26,-72.08,47.6833,-176.5279,,
2026-08-20T00:13:59Z,SAT-EO-01,141,25.79,94.49,-70.02,47.9178,-176.5035,,
2026-08-20T00:14:05Z,SAT-EO-01,142,25.91,94.89,-70.25,48.1527,-176.4788,,
2026-08-20T00:14:11Z,SAT-EO-01,143,25.26,94.45,-70.44,48.3895,-176.4537,,
2026-08-20T00:14:17Z,SAT-EO-01,144,26.08,94.72,-70.87,48.6269,-176.4283,,
2026-08-20T00:14:23Z,SAT-EO-01,145,26.19,94.66,-70.04,48.8546,-176.4037,,
2026-08-20T00:14:29Z,SAT-EO-01,146,26.27,94.58,-70.54,49.0798,-176.3791,,
2026-08-20T00:14:34Z,SAT-EO-01,147,26.34,94.65,-70.82,49.3032,-176.3546,,
2026-08-20T00:14:40Z,SAT-EO-01,148,26.94,94.71,-70.33,49.5267,-176.3297,,
2026-08-20T00:14:46Z,SAT-EO-01,149,25.52,94.55,-72.62,49.7531,-176.3043,,
2026-08-20T00:14:53Z,SAT-EO-01,150,26.13,94.44,-71.15,49.9766,-176.279,,
2026-08-20T00:14:59Z,SAT-EO-01,151,26.56,94.3,-71.01,50.1994,-176.2535,,
2026-08-20T00:15:05Z,SAT-EO-01,152,26.55,94.92,-70.78,50.4115,-176.229,,
2026-08-20T00:15:10Z,SAT-EO-01,153,26.42,94.8,-70.77,50.6239,-176.2042,,
2026-08-20T00:15:17Z,SAT-EO-01,154,27.11,94.81,-70.98,50.8399,-176.1787,,
2026-08-20T00:15:23Z,SAT-EO-01,155,26.62,94.74,-71.29,51.0476,-176.154,,
2026-08-20T00:15:29Z,SAT-EO-01,156,26.18,94.89,-70.72,51.2577,-176.1286,,
2026-08-20T00:15:35Z,SAT-EO-01,157,26.27,94.76,-71.77,51.4661,-176.1032,,
2026-08-20T00:15:41Z,SAT-EO-01,158,26.51,95.27,-70.67,51.6663,-176.0786,,
2026-08-20T00:15:47Z,SAT-EO-01,159,26.53,95.52,-72.1,51.8683,-176.0534,,
2026-08-20T00:15:53Z,SAT-EO-01,160,25.97,95.12,-70.85,52.0635,-176.0288,,
2026-08-20T00:15:59Z,SAT-EO-01,161,26.65,95.08,-71.33,52.2586,-176.0039,,
2026-08-20T00:16:05Z,SAT-EO-01,162,26.04,95.07,-71.55,52.4525,-175.9789,,
2026-08-20T00:16:11Z,SAT-EO-01,163,26.49,95.32,-71.23,52.6476,-175.9534,,
2026-08-20T00:16:17Z,SAT-EO-01,164,26.54,95.23,-72.57,52.8387,-175.9282,,
2026-08-20T00:16:23Z,SAT-EO-01,165,27.03,95.06,-72.48,53.0266,-175.903,,
2026-08-20T00:16:29Z,SAT-EO-01,166,26.45,95.84,-71.3,53.2155,-175.8774,,
2026-08-20T00:16:35Z,SAT-EO-01,167,26.45,95.12,-72.56,53.3968,-175.8526,,
2026-08-20T00:16:41Z,SAT-EO-01,168,25.94,95.19,-71.28,53.5769,-175.8275,,
2026-08-20T00:16:47Z,SAT-EO-01,169,26.41,95.69,-72.02,53.753,-175.8027,,
2026-08-20T00:16:53Z,SAT-EO-01,170,26.02,95.29,-72.9,53.925,-175.7782,,
2026-08-20T00:16:59Z,SAT-EO-01,171,26.48,95.49,-70.4,54.0971,-175.7533,,
2026-08-20T00:17:05Z,SAT-EO-01,172,26.96,95.08,-71.49,54.2635,-175.7289,,
2026-08-20T00:17:11Z,SAT-EO-01,173,26.49,95.07,-69.88,54.4355,-175.7033,,
2026-08-20T00:17:17Z,SAT-EO-01,174,26.62,95.17,-71.43,54.5976,-175.6788,,
2026-08-20T00:17:23Z,SAT-EO-01,175,26.41,95.25,-72.02,54.7642,-175.6533,,
2026-08-20T00:17:29Z,SAT-EO-01,176,26.43,95.76,-74.16,54.9257,-175.6282,,
2026-08-20T00:17:35Z,SAT-EO-01,177,27.07,94.91,-72.33,55.0837,-175.6033,,
2026-08-20T00:17:41Z,SAT-EO-01,178,26.51,95.41,-71.66,55.2426,-175.5779,,
2026-08-20T00:17:47Z,SAT-EO-01,179,26.27,95.9,-71.37,55.3945,-175.5532,,
2026-08-20T00:17:53Z,SAT-EO-01,180,27.11,95.3,-72.72,55.5422,-175.5287,,
2026-08-20T00:17:59Z,SAT-EO-01,181,26.49,95.62,-73.15,55.6924,-175.5035,,
2026-08-20T00:18:05Z,SAT-EO-01,182,26.94,95.72,-72.95,55.8359,-175.479,,
2026-08-20T00:18:11Z,SAT-EO-01,183,26.57,95.82,-73.09,55.9825,-175.4536,,
2026-08-20T00:18:17Z,SAT-EO-01,184,26.92,95.13,-70.84,56.1226,-175.4288,,
2026-08-20T00:18:23Z,SAT-EO-01,185,26.54,95.83,-72.84,56.2644,-175.4034,,
2026-08-20T00:18:29Z,SAT-EO-01,186,26.24,95.77,-73.43,56.4016,-175.3782,,
2026-08-20T00:18:35Z,SAT-EO-01,187,26.01,96.02,-72.16,56.5351,-175.3534,,
2026-08-20T00:18:41Z,SAT-EO-01,188,26.72,95.85,-72.38,56.6685,-175.328,,
2026-08-20T00:18:47Z,SAT-EO-01,189,26.63,95.61,-72.13,56.7996,-175.3027,,
2026-08-20T00:18:53Z,SAT-EO-01,190,26.17,95.49,-72.74,56.9271,-175.2775,,
2026-08-20T00:18:59Z,SAT-EO-01,191,26.79,95.74,-72.86,57.0532,-175.2521,,
2026-08-20T00:19:05Z,SAT-EO-01,192,26.52,95.26,-72.01,57.1719,-175.2277,,
2026-08-20T00:19:11Z,SAT-EO-01,193,27.16,95.8,-72.27,57.2914,-175.2026,,
2026-08-20T00:19:17Z,SAT-EO-01,194,27.15,95.45,-72.08,57.4086,-175.1775,,
2026-08-20T00:19:23Z,SAT-EO-01,195,26.17,95.39,-73.02,57.525,-175.152,,
2026-08-20T00:19:29Z,SAT-EO-01,196,26.83,95.64,-72.38,57.6347,-175.1274,,
2026-08-20T00:19:35Z,SAT-EO-01,197,26.62,95.39,-73.3,57.7444,-175.1022,,
2026-08-20T00:19:41Z,SAT-EO-01,198,26.37,95.89,-73.98,57.852,-175.077,,
2026-08-20T00:19:47Z,SAT-EO-01,199,27.02,95.81,-73.28,57.9559,-175.052,,
2026-08-20T00:19:53Z,SAT-EO-01,200,27.1,95.92,-73.83,58.055,-175.0276,,
2026-08-20T00:19:59Z,SAT-EO-01,201,27.76,95.76,-71.72,58.1517,-175.0032,,
2026-08-20T00:20:05Z,SAT-EO-01,202,26.62,95.84,-72.92,58.2463,-174.9786,,
2026-08-20T00:20:11Z,SAT-EO-01,203,26.66,96.26,-72.11,58.3403,-174.9536,,
2026-08-20T00:20:17Z,SAT-EO-01,204,26.69,95.55,-71.95,58.433,-174.9283,,
2026-08-20T00:20:23Z,SAT-EO-01,205,26.63,95.77,-72.77,58.5222,-174.9032,,
2026-08-20T00:20:29Z,SAT-EO-01,206,27.11,96.1,-72.63,58.6072,-174.8786,,
2026-08-20T00:20:35Z,SAT-EO-01,207,27.1,96.12,-72.07,58.6918,-174.8533,,
2026-08-20T00:20:41Z,SAT-EO-01,208,27.07,95.48,-72.8,58.772,-174.8286,,
2026-08-20T00:20:47Z,SAT-EO-01,209,27.06,95.92,-72.56,58.8524,-174.803,,
2026-08-20T00:20:53Z,SAT-EO-01,210,26.47,95.99,-72.96,58.9299,-174.7774,,
2026-08-20T00:20:59Z,SAT-EO-01,211,26.91,96.05,-72.78,59.005,-174.7519,,
2026-08-20T00:21:05Z,SAT-EO-01,212,26.94,95.54,-72.42,59.075,-174.7271,,
2026-08-20T00:21:11Z,SAT-EO-01,213,27.01,95.78,-71.82,59.1419,-174.7026,,
2026-08-20T00:21:17Z,SAT-EO-01,214,26.63,96.01,-74.39,59.206,-174.6781,,
2026-08-20T00:21:23Z,SAT-EO-01,215,27.31,95.54,-72.64,59.27,-174.6527,,
2026-08-20T00:21:29Z,SAT-EO-01,216,27.26,96.1,-72.83,59.3296,-174.6281,,
2026-08-20T00:21:35Z,SAT-EO-01,217,26.77,96.28,-71.04,59.3883,-174.6027,,
2026-08-20T00:21:41Z,SAT-EO-01,218,26.83,95.51,-74.3,59.4445,-174.5772,,
2026-08-20T00:21:47Z,SAT-EO-01,219,26.82,95.87,-73.98,59.4977,-174.5519,,
2026-08-20T00:21:53Z,SAT-EO-01,220,26.64,95.46,-73.88,59.5472,-174.5272,,
2026-08-20T00:21:59Z,SAT-EO-01,221,27.31,95.9,-72.96,59.5949,-174.502,,
2026-08-20T00:22:05Z,SAT-EO-01,222,27.21,96.25,-71.63,59.6399,-174.4768,,
2026-08-20T00:22:11Z,SAT-EO-01,223,26.75,95.83,-73.44,59.6821,-174.4518,,
2026-08-20T00:22:17Z,SAT-EO-01,224,26.78,95.84,-73.08,59.7221,-174.4265,,
2026-08-20T00:22:23Z,SAT-EO-01,225,27.48,95.83,-73.62,59.7598,-174.4009,,
2026-08-20T00:22:29Z,SAT-EO-01,226,27.15,95.8,-73.52,59.7944,-174.3755,,
2026-08-20T00:22:35Z,SAT-EO-01,227,27.53,96.43,-73.46,59.826,-174.3504,,
2026-08-20T00:22:42Z,SAT-EO-01,228,26.85,96.12,-72.1,59.8554,-174.3249,,
2026-08-20T00:22:48Z,SAT-EO-01,229,26.93,95.79,-74.08,59.8817,-174.2999,,
2026-08-20T00:22:54Z,SAT-EO-01,230,26.74,95.78,-72.99,59.9056,-174.2746,,
2026-08-20T00:23:00Z,SAT-EO-01,231,26.81,96.05,-73.0,59.9262,-174.25,,
2026-08-20T00:23:06Z,SAT-EO-01,232,27.41,96.29,-72.71,59.9446,-174.225,,
2026-08-20T00:23:11Z,SAT-EO-01,233,27.24,96.46,-72.52,59.9602,-174.2002,,
2026-08-20T00:23:18Z,SAT-EO-01,234,26.87,96.23,-72.66,59.9735,-174.1748,,
2026-08-20T00:23:24Z,SAT-EO-01,235,27.29,96.12,-72.14,59.9842,-174.1493,,
2026-08-20T00:23:30Z,SAT-EO-01,236,27.41,95.84,-72.61,59.992,-174.1242,,
2026-08-20T00:23:36Z,SAT-EO-01,237,26.94,96.04,-72.03,59.9972,-174.0987,,
2026-08-20T00:23:42Z,SAT-EO-01,238,26.71,96.1,-72.68,59.9997,-174.0741,,
2026-08-20T00:23:48Z,SAT-EO-01,239,27.07,96.01,-74.09,59.9996,-174.0491,,
2026-08-20T00:23:54Z,SAT-EO-01,240,27.26,96.37,-72.83,59.9969,-174.024,,
2026-08-20T00:24:00Z,SAT-EO-01,241,27.09,96.39,-73.07,59.9917,-173.9994,,
2026-08-20T00:24:06Z,SAT-EO-01,242,27.1,96.04,-72.67,59.9837,-173.9743,,
2026-08-20T00:24:12Z,SAT-EO-01,243,27.37,95.74,-72.89,59.9733,-173.9498,,
2026-08-20T00:24:17Z,SAT-EO-01,244,26.75,95.88,-72.89,59.9603,-173.925,,
2026-08-20T00:24:24Z,SAT-EO-01,245,26.8,96.09,-71.74,59.9443,-173.8996,,
2026-08-20T00:24:30Z,SAT-EO-01,246,26.97,95.57,-73.31,59.9257,-173.8743,,
2026-08-20T00:24:36Z,SAT-EO-01,247,26.49,95.44,-72.63,59.904,-173.8487,,
2026-08-20T00:24:42Z,SAT-EO-01,248,26.82,96.27,-71.93,59.8801,-173.8235,,
2026-08-20T00:24:48Z,SAT-EO-01,249,27.22,95.96,-71.49,59.854,-173.7987,,
2026-08-20T00:24:54Z,SAT-EO-01,250,26.61,96.2,-73.13,59.8252,-173.7739,,
2026-08-20T00:25:00Z,SAT-EO-01,251,26.55,96.34,-73.02,59.794,-173.7492,,
2026-08-20T00:25:06Z,SAT-EO-01,252,27.37,96.04,-73.14,59.759,-173.7236,,
2026-08-20T00:25:12Z,SAT-EO-01,253,27.18,96.08,-72.43,59.7217,-173.6983,,
2026-08-20T00:25:18Z,SAT-EO-01,254,27.44,96.28,-72.54,59.6829,-173.6737,,
2026-08-20T00:25:24Z,SAT-EO-01,255,26.74,96.41,-72.96,59.6409,-173.6488,,
2026-08-20T00:25:30Z,SAT-EO-01,256,26.47,95.56,-72.47,59.5973,-173.6243,,
2026-08-20T00:25:36Z,SAT-EO-01,257,26.81,95.48,-73.27,59.5494,-173.5989,,
2026-08-20T00:25:42Z,SAT-EO-01,258,26.11,96.2,-73.78,59.4993,-173.5738,,
2026-08-20T00:25:48Z,SAT-EO-01,259,26.62,95.92,-72.89,59.4458,-173.5484,,
2026-08-20T00:25:54Z,SAT-EO-01,260,26.55,96.06,-71.45,59.3904,-173.5232,,
2026-08-20T00:26:00Z,SAT-EO-01,261,27.02,95.41,-73.07,59.3341,-173.4988,,
2026-08-20T00:26:06Z,SAT-EO-01,262,26.71,95.87,-73.44,59.2753,-173.4744,,
2026-08-20T00:26:12Z,SAT-EO-01,263,27.57,96.07,-73.3,59.2137,-173.4499,,
2026-08-20T00:26:17Z,SAT-EO-01,264,27.14,95.97,-73.47,59.1494,-173.4253,,
2026-08-20T00:26:23Z,SAT-EO-01,265,26.95,95.73,-72.26,59.0809,-173.4,,
2026-08-20T00:26:30Z,SAT-EO-01,266,27.06,95.74,-71.93,59.0096,-173.3748,,
2026-08-20T00:26:36Z,SAT-EO-01,267,27.38,95.93,-71.13,58.9353,-173.3494,,
2026-08-20T00:26:42Z,SAT-EO-01,268,26.67,95.77,-72.61,58.8595,-173.3243,,
